id,term,positive_score,nagative_score
"29617","예비","0.00505","0.00386"
"29618","예비치","0.00003","0.00000"
"29619","예뿌다","0.00004","0.00000"
"29620","예쁘다","0.05446","0.04034"
"29621","예사","0.00159","0.00143"
"29622","예사로이","0.00003","0.00000"
"29623","예산","0.00219","0.00215"
"29624","예삿","0.00004","0.00007"
"29625","예상","0.02011","0.02711"
"29626","예서","0.00010","0.00014"
"29627","예선","0.00028","0.00011"
"29628","예성","0.00007","0.00007"
"29629","예속","0.00020","0.00025"
"29630","예솔","0.00013","0.00000"
"29631","예송","0.00005","0.00004"
"29632","예수","0.01240","0.01387"
"29633","예수게이","0.00005","0.00000"
"29634","예술","0.02991","0.02446"
"29635","예스","0.00120","0.00157"
"29636","예스럽다","0.00010","0.00011"
"29637","예스맨","0.00021","0.00004"
"29638","예스터데이","0.00003","0.00000"
"29639","예습","0.00101","0.00050"
"29640","예시","0.00762","0.01262"
"29641","예시바","0.00003","0.00000"
"29642","예식","0.00014","0.00025"
"29643","예신","0.00003","0.00000"
"29644","예심","0.00005","0.00007"
"29645","예악","0.00003","0.00007"
"29646","예안","0.00002","0.00000"
"29647","예약","0.00465","0.00572"
"29648","예언","0.00383","0.00404"
"29649","예열","0.00011","0.00004"
"29650","예영","0.00009","0.00000"
"29651","예외","0.00354","0.00347"
"29652","예용","0.00007","0.00004"
"29653","예우","0.00013","0.00014"
"29654","예원","0.00013","0.00021"
"29655","예은","0.00016","0.00025"
"29656","예의","0.00517","0.00644"
"29657","예이다","0.00044","0.00057"
"29658","예이츠","0.00009","0.00007"
"29659","예인","0.00006","0.00025"
"29660","예일","0.00026","0.00021"
"29661","예장","0.00023","0.00000"
"29662","예전","0.03823","0.03919"
"29663","예절","0.00391","0.00265"
"29664","예정","0.00673","0.00644"
"29665","예제","0.00218","0.00283"
"29666","예조","0.00004","0.00014"
"29667","예종","0.00014","0.00021"
"29668","예주","0.00002","0.00000"
"29669","예준","0.00016","0.00000"
"29670","예증","0.00011","0.00007"
"29671","예지","0.00045","0.00068"
"29672","예진","0.00053","0.00125"
"29673","예찬","0.00136","0.00225"
"29674","예천","0.00008","0.00000"
"29675","예초","0.00003","0.00000"
"29676","예촌","0.00005","0.00000"
"29677","예측","0.01588","0.01727"
"29678","예치","0.00013","0.00007"
"29679","예카테리나","0.00007","0.00000"
"29680","예컨대","0.00003","0.00000"
"29681","예컨데","0.00118","0.00175"
"29682","예타","0.00002","0.00000"
"29683","예탁","0.00003","0.00007"
"29684","예티","0.00002","0.00004"
"29685","예판","0.00022","0.00039"
"29686","예프","0.00021","0.00007"
"29687","예프스키","0.00011","0.00004"
"29688","예하","0.00002","0.00007"
"29689","예학","0.00001","0.00011"
"29690","예행","0.00011","0.00004"
"29691","예향","0.00002","0.00000"
"29692","예화","0.00061","0.00054"
"29693","예후","0.00005","0.00004"
"29694","예후디","0.00006","0.00000"
"29695","옌량","0.00008","0.00014"
"29696","옌롄커","0.00007","0.00004"
"29697","옌스","0.00011","0.00011"
"29698","옐로","0.00035","0.00011"
"29699","옐로스톤","0.00007","0.00004"
"29700","옐로우","0.00056","0.00018"
"29701","옐리네크","0.00002","0.00011"
"29702","옐친","0.00003","0.00004"
"29703","옛다","0.00001","0.00007"
"29704","옛부터","0.00003","0.00000"
"29705","옛스럽다","0.00016","0.00046"
"29706","오가","0.00034","0.00018"
"29707","오가다","0.00624","0.00561"
"29708","오가사와라","0.00005","0.00000"
"29709","오가이","0.00005","0.00021"
"29710","오가키","0.00004","0.00000"
"29711","오가타","0.00005","0.00018"
"29712","오각","0.00012","0.00007"
"29713","오감","0.00221","0.00161"
"29714","오강남","0.00013","0.00011"
"29715","오거","0.00002","0.00004"
"29716","오거스트","0.00008","0.00011"
"29717","오경","0.00016","0.00004"
"29718","오경아","0.00007","0.00004"
"29719","오계","0.00002","0.00004"
"29720","오곡","0.00016","0.00021"
"29721","오공","0.00013","0.00021"
"29722","오공이","0.00020","0.00000"
"29723","오관","0.00004","0.00000"
"29724","오광","0.00002","0.00000"
"29725","오구","0.00008","0.00004"
"29726","오구라","0.00002","0.00000"
"29727","오군","0.00002","0.00000"
"29728","오궁","0.00002","0.00000"
"29729","오귀스트","0.00015","0.00011"
"29730","오규","0.00003","0.00011"
"29731","오규원","0.00005","0.00000"
"29732","오그","0.00004","0.00000"
"29733","오그라들다","0.00023","0.00057"
"29734","오근영","0.00002","0.00004"
"29735","오글거리다","0.00025","0.00104"
"29736","오글오글","0.00009","0.00025"
"29737","오금","0.00011","0.00011"
"29738","오기","0.00143","0.00122"
"29739","오기가미","0.00002","0.00000"
"29740","오기사","0.00002","0.00004"
"29741","오기와라","0.00003","0.00011"
"29742","오기주","0.00002","0.00000"
"29743","오길비","0.00026","0.00000"
"29744","오나시스","0.00002","0.00007"
"29745","오냐","0.00009","0.00011"
"29746","오냐오냐","0.00004","0.00000"
"29747","오너","0.00103","0.00132"
"29748","오너먼트","0.00003","0.00004"
"29749","오너스","0.00002","0.00000"
"29750","오노","0.00062","0.00021"
"29751","오노레","0.00004","0.00007"
"29752","오노미치","0.00004","0.00004"
"29753","오누리","0.00002","0.00000"
"29754","오뉴","0.00007","0.00014"
"29755","오늘","0.07572","0.06455"
"29756","오니","0.00018","0.00029"
"29757","오니쓰카","0.00005","0.00000"
"29758","오닐","0.00015","0.00025"
"29759","오다","0.28443","0.26813"
"29760","오다니다","0.00002","0.00000"
"29761","오다이바","0.00004","0.00011"
"29762","오단","0.00005","0.00000"
"29763","오달","0.00003","0.00000"
"29764","오달리스크","0.00004","0.00004"
"29765","오달수","0.00002","0.00000"
"29766","오답","0.00078","0.00057"
"29767","오대","0.00013","0.00004"
"29768","오대수","0.00003","0.00000"
"29769","오더","0.00008","0.00014"
"29770","오덕","0.00009","0.00021"
"29771","오데트","0.00003","0.00000"
"29772","오뎅","0.00014","0.00025"
"29773","오도","0.00035","0.00011"
"29774","오도넬","0.00004","0.00000"
"29775","오도독","0.00012","0.00004"
"29776","오도독오도독","0.00002","0.00000"
"29777","오도자","0.00004","0.00000"
"29778","오도카니","0.00005","0.00004"
"29779","오독","0.00020","0.00039"
"29780","오독오독","0.00004","0.00000"
"29781","오돌오돌","0.00003","0.00000"
"29782","오돌토돌","0.00007","0.00004"
"29783","오동","0.00033","0.00004"
"29784","오두","0.00195","0.00072"
"29785","오듀본","0.00003","0.00000"
"29786","오드","0.00023","0.00068"
"29787","오드리","0.00029","0.00025"
"29788","오들오들","0.00013","0.00000"
"29789","오디","0.00020","0.00004"
"29790","오디세우스","0.00028","0.00014"
"29791","오디세이","0.00029","0.00029"
"29792","오디세이아","0.00016","0.00014"
"29793","오디션","0.00090","0.00061"
"29794","오디어","0.00003","0.00000"
"29795","오디오","0.00264","0.00161"
"29796","오디티","0.00012","0.00021"
"29797","오딘","0.00026","0.00039"
"29798","오딧세이","0.00013","0.00011"
"29799","오똑","0.00009","0.00007"
"29800","오뚜기","0.00014","0.00018"
"29801","오뚝이","0.00019","0.00021"
"29802","오라","0.00009","0.00000"
"29803","오라기","0.00011","0.00018"
"29804","오라버니","0.00027","0.00000"
"29805","오라비","0.00015","0.00007"
"29806","오라클","0.00005","0.00011"
"29807","오락","0.00156","0.00132"
"29808","오락가락","0.00033","0.00082"
"29809","오란","0.00002","0.00000"
"29810","오랑","0.00038","0.00043"
"29811","오랑우탄","0.00035","0.00007"
"29812","오랑캐","0.00037","0.00029"
"29813","오래","0.06206","0.05979"
"29814","오래가다","0.00162","0.00104"
"29815","오래간","0.00068","0.00068"
"29816","오래다","0.00550","0.00454"
"29817","오래오래","0.00217","0.00082"
"29818","오랜","0.01779","0.01634"
"29819","오랫","0.01509","0.01262"
"29820","오레","0.00007","0.00007"
"29821","오레스테스","0.00004","0.00000"
"29822","오레스테이아","0.00002","0.00000"
"29823","오렉신","0.00004","0.00000"
"29824","오렌지","0.00226","0.00232"
"29825","오렐리","0.00003","0.00000"
"29826","오렐리아","0.00005","0.00000"
"29827","오렐리앙","0.00003","0.00000"
"29828","오려","0.00003","0.00000"
"29829","오력","0.00017","0.00036"
"29830","오렴","0.00008","0.00004"
"29831","오로","0.00025","0.00018"
"29832","오로나","0.00004","0.00007"
"29833","오로라","0.00095","0.00122"
"29834","오로르","0.00033","0.00000"
"29835","오로지","0.00847","0.01001"
"29836","오로치마루","0.00003","0.00000"
"29837","오롯","0.00442","0.00465"
"29838","오루크","0.00003","0.00000"
"29839","오류","0.00626","0.01556"
"29840","오륙","0.00003","0.00007"
"29841","오륜","0.00016","0.00018"
"29842","오르","0.00080","0.00111"
"29843","오르가슴","0.00005","0.00007"
"29844","오르간","0.00013","0.00014"
"29845","오르골","0.00043","0.00029"
"29846","오르내리다","0.00108","0.00136"
"29847","오르다","0.03096","0.02950"
"29848","오르도비스","0.00005","0.00004"
"29849","오르락내리락","0.00024","0.00014"
"29850","오르르","0.00002","0.00000"
"29851","오르세","0.00061","0.00021"
"29852","오르테즈","0.00002","0.00000"
"29853","오르페우스","0.00010","0.00057"
"29854","오르한","0.00053","0.00050"
"29855","오른","0.00594","0.00458"
"29856","오름","0.00107","0.00079"
"29857","오릉","0.00003","0.00000"
"29858","오리","0.00841","0.00629"
"29859","오리건","0.00002","0.00004"
"29860","오리다","0.00383","0.00197"
"29861","오리만","0.00005","0.00004"
"29862","오리무중","0.00030","0.00032"
"29863","오리에","0.00005","0.00007"
"29864","오리엔탈","0.00008","0.00021"
"29865","오리엔탈리즘","0.00015","0.00190"
"29866","오리엔테이션","0.00013","0.00007"
"29867","오리엔트","0.00037","0.00021"
"29868","오리온","0.00035","0.00007"
"29869","오리지날","0.00009","0.00018"
"29870","오리지널","0.00071","0.00032"
"29871","오리진","0.00013","0.00011"
"29872","오리코","0.00059","0.00075"
"29873","오리콘","0.00002","0.00000"
"29874","오리토","0.00010","0.00043"
"29875","오마","0.00031","0.00043"
"29876","오마르","0.00009","0.00000"
"29877","오마이","0.00021","0.00046"
"29878","오마이갓","0.00004","0.00011"
"29879","오마주","0.00017","0.00061"
"29880","오마하","0.00002","0.00004"
"29881","오막","0.00006","0.00004"
"29882","오만","0.00340","0.00515"
"29883","오만원","0.00002","0.00000"
"29884","오매","0.00024","0.00014"
"29885","오메","0.00051","0.00004"
"29886","오메가","0.00076","0.00043"
"29887","오멘","0.00004","0.00007"
"29888","오명","0.00043","0.00061"
"29889","오모","0.00004","0.00007"
"29890","오목","0.00028","0.00014"
"29891","오목눈이","0.00004","0.00004"
"29892","오목이","0.00003","0.00000"
"29893","오목조목","0.00007","0.00004"
"29894","오묘","0.00010","0.00007"
"29895","오무","0.00015","0.00004"
"29896","오무다","0.00005","0.00000"
"29897","오문","0.00002","0.00011"
"29898","오물","0.00056","0.00043"
"29899","오물거리다","0.00005","0.00004"
"29900","오물오물","0.00021","0.00007"
"29901","오므라들다","0.00003","0.00000"
"29902","오므라이스","0.00020","0.00014"
"29903","오므리다","0.00009","0.00014"
"29904","오믈렛","0.00011","0.00021"
"29905","오미","0.00027","0.00029"
"29906","오미경","0.00002","0.00004"
"29907","오미숙","0.00003","0.00014"
"29908","오미야","0.00002","0.00004"
"29909","오밀조밀","0.00031","0.00029"
"29910","오바","0.00033","0.00079"
"29911","오바마","0.00256","0.00426"
"29912","오바이트","0.00002","0.00000"
"29913","오박사","0.00004","0.00000"
"29914","오반","0.00006","0.00000"
"29915","오발","0.00003","0.00007"
"29916","오방","0.00094","0.00268"
"29917","오버","0.00120","0.00232"
"29918","오버랩","0.00148","0.00161"
"29919","오버액션","0.00002","0.00004"
"29920","오버코트","0.00002","0.00000"
"29921","오버킬","0.00002","0.00004"
"29922","오버행","0.00002","0.00000"
"29923","오범석","0.00002","0.00000"
"29924","오베","0.00030","0.00072"
"29925","오베론","0.00003","0.00000"
"29926","오베르","0.00005","0.00011"
"29927","오벨","0.00004","0.00000"
"29928","오벨리스크","0.00004","0.00004"
"29929","오병","0.00004","0.00004"
"29930","오보","0.00023","0.00018"
"29931","오복","0.00015","0.00004"
"29932","오봉","0.00024","0.00018"
"29933","오브","0.00127","0.00093"
"29934","오브라이언","0.00007","0.00007"
"29935","오브제","0.00016","0.00025"
"29936","오브젝트","0.00007","0.00004"
"29937","오븐","0.00143","0.00057"
"29938","오비","0.00010","0.00004"
"29939","오비다","0.00002","0.00004"
"29940","오비디우스","0.00018","0.00036"
"29941","오비히로","0.00004","0.00007"
"29942","오빈","0.00005","0.00007"
"29943","오빠","0.01426","0.01023"
"29944","오사","0.00024","0.00029"
"29945","오사나이","0.00011","0.00129"
"29946","오사마","0.00004","0.00014"
"29947","오사무","0.00019","0.00025"
"29948","오사카","0.00494","0.00204"
"29949","오사키","0.00004","0.00000"
"29950","오산","0.00085","0.00075"
"29951","오삼계","0.00002","0.00000"
"29952","오상","0.00002","0.00004"
"29953","오상진","0.00001","0.00011"
"29954","오색","0.00024","0.00029"
"29955","오서","0.00003","0.00000"
"29956","오석태","0.00007","0.00004"
"29957","오선","0.00005","0.00000"
"29958","오성","0.00013","0.00007"
"29959","오세아니아","0.00011","0.00007"
"29960","오세암","0.00010","0.00000"
"29961","오세영","0.00021","0.00011"
"29962","오세이","0.00010","0.00004"
"29963","오세창","0.00002","0.00004"
"29964","오세훈","0.00007","0.00004"
"29965","오셀로","0.00109","0.00057"
"29966","오션","0.00067","0.00118"
"29967","오션스","0.00005","0.00000"
"29968","오소","0.00003","0.00000"
"29969","오소리","0.00144","0.00057"
"29970","오소소","0.00006","0.00011"
"29971","오손","0.00004","0.00004"
"29972","오손도손","0.00021","0.00018"
"29973","오솔","0.00052","0.00054"
"29974","오수","0.00010","0.00014"
"29975","오순","0.00007","0.00014"
"29976","오순도순","0.00014","0.00018"
"29977","오스","0.00020","0.00046"
"29978","오스굿","0.00001","0.00018"
"29979","오스만","0.00051","0.00029"
"29980","오스먼드","0.00002","0.00004"
"29981","오스본","0.00003","0.00007"
"29982","오스왈드","0.00007","0.00014"
"29983","오스카","0.00213","0.00147"
"29984","오스카르","0.00033","0.00000"
"29985","오스터","0.00059","0.00161"
"29986","오스트","0.00003","0.00004"
"29987","오스트랄","0.00003","0.00004"
"29988","오스트랄로피테쿠스","0.00014","0.00029"
"29989","오스트레일리아","0.00068","0.00046"
"29990","오스트롬","0.00002","0.00000"
"29991","오스트리아","0.00152","0.00111"
"29992","오스티아","0.00002","0.00000"
"29993","오스틴","0.00098","0.00104"
"29994","오슬기","0.00002","0.00000"
"29995","오슬로","0.00023","0.00011"
"29996","오승","0.00003","0.00004"
"29997","오승민","0.00009","0.00004"
"29998","오승환","0.00002","0.00000"
"29999","오시","0.00010","0.00007"
"30000","오시리스","0.00011","0.00007"
"30001","오시마","0.00012","0.00007"
"30002","오식","0.00001","0.00014"
"30003","오신","0.00003","0.00004"
"30004","오실","0.00004","0.00004"
"30005","오심","0.00006","0.00029"
"30006","오십","0.00022","0.00025"
"30007","오싱","0.00008","0.00000"
"30008","오싹","0.00307","0.00211"
"30009","오싹오싹","0.00045","0.00043"
"30010","오쓰이치","0.00008","0.00014"
"30011","오쓰카","0.00002","0.00000"
"30012","오아","0.00006","0.00000"
"30013","오아시스","0.00095","0.00129"
"30014","오아후","0.00003","0.00000"
"30015","오야","0.00005","0.00007"
"30016","오야마","0.00004","0.00000"
"30017","오야부","0.00003","0.00000"
"30018","오야코동","0.00002","0.00000"
"30019","오양환","0.00004","0.00000"
"30020","오언","0.00009","0.00007"
"30021","오에","0.00042","0.00050"
"30022","오에카키","0.00003","0.00000"
"30023","오역","0.00039","0.00533"
"30024","오연","0.00002","0.00000"
"30025","오연호","0.00006","0.00007"
"30026","오열","0.00023","0.00004"
"30027","오염","0.00579","0.00336"
"30028","오영","0.00008","0.00000"
"30029","오영상","0.00002","0.00000"
"30030","오영수","0.00002","0.00000"
"30031","오영오","0.00010","0.00000"
"30032","오예","0.00027","0.00075"
"30033","오오","0.00036","0.00043"
"30034","오옥","0.00003","0.00000"
"30035","오와다","0.00004","0.00000"
"30036","오와리","0.00004","0.00000"
"30037","오욕","0.00018","0.00014"
"30038","오용","0.00012","0.00043"
"30039","오우","0.00036","0.00014"
"30040","오우거","0.00002","0.00000"
"30041","오우진","0.00006","0.00000"
"30042","오우치","0.00003","0.00004"
"30043","오원","0.00047","0.00004"
"30044","오원철","0.00002","0.00000"
"30045","오월","0.00027","0.00050"
"30046","오웬","0.00032","0.00004"
"30047","오웰","0.00103","0.00268"
"30048","오유","0.00003","0.00014"
"30049","오유미","0.00000","0.00043"
"30050","오유선","0.00002","0.00004"
"30051","오유진","0.00003","0.00000"
"30052","오은영","0.00026","0.00007"
"30053","오은정","0.00002","0.00000"
"30054","오의","0.00049","0.00043"
"30055","오이","0.00208","0.00186"
"30056","오이데","0.00001","0.00025"
"30057","오이디푸스","0.00065","0.00075"
"30058","오이란","0.00007","0.00000"
"30059","오이시","0.00002","0.00000"
"30060","오이카와","0.00002","0.00000"
"30061","오인","0.00030","0.00014"
"30062","오일","0.00175","0.00093"
"30063","오일러","0.00019","0.00018"
"30064","오입","0.00004","0.00000"
"30065","오잉","0.00026","0.00014"
"30066","오자","0.00022","0.00111"
"30067","오자서","0.00004","0.00000"
"30068","오자키","0.00004","0.00007"
"30069","오작","0.00004","0.00004"
"30070","오장","0.00027","0.00032"
"30071","오장원","0.00001","0.00007"
"30072","오적","0.00005","0.00007"
"30073","오전","0.00190","0.00107"
"30074","오점","0.00033","0.00057"
"30075","오정","0.00004","0.00000"
"30076","오정인","0.00002","0.00000"
"30077","오정택","0.00008","0.00007"
"30078","오정희","0.00018","0.00050"
"30079","오제","0.00007","0.00004"
"30080","오제이티","0.00003","0.00000"
"30081","오제키","0.00003","0.00000"
"30082","오족","0.00003","0.00004"
"30083","오존","0.00028","0.00021"
"30084","오종우","0.00002","0.00000"
"30085","오주","0.00002","0.00000"
"30086","오주석","0.00013","0.00000"
"30087","오주영","0.00004","0.00004"
"30088","오죽","0.00173","0.00157"
"30089","오준","0.00008","0.00000"
"30090","오준호","0.00002","0.00000"
"30091","오줌","0.00367","0.00254"
"30092","오중","0.00002","0.00000"
"30093","오즈","0.00079","0.00054"
"30094","오즈번","0.00003","0.00004"
"30095","오지","0.00055","0.00029"
"30096","오지다","0.00080","0.00097"
"30097","오지랍","0.00003","0.00004"
"30098","오지랖","0.00075","0.00082"
"30099","오지마","0.00004","0.00000"
"30100","오지연","0.00002","0.00000"
"30101","오지영","0.00003","0.00000"
"30102","오지은","0.00002","0.00004"
"30103","오직","0.00886","0.01191"
"30104","오진","0.00018","0.00014"
"30105","오진우","0.00002","0.00000"
"30106","오질","0.00021","0.00029"
"30107","오징어","0.00156","0.00122"
"30108","오차","0.00028","0.00043"
"30109","오찬","0.00003","0.00004"
"30110","오찬호","0.00002","0.00007"
"30111","오채","0.00002","0.00000"
"30112","오천","0.00003","0.00004"
"30113","오체","0.00016","0.00025"
"30114","오촌","0.00007","0.00004"
"30115","오츠","0.00056","0.00086"
"30116","오치","0.00021","0.00007"
"30117","오치아이","0.00007","0.00000"
"30118","오카","0.00096","0.00043"
"30119","오카다","0.00013","0.00004"
"30120","오카리나","0.00020","0.00000"
"30121","오카모토","0.00012","0.00007"
"30122","오카무라","0.00006","0.00000"
"30123","오카야마","0.00004","0.00000"
"30124","오카에","0.00009","0.00000"
"30125","오카자키","0.00003","0.00014"
"30126","오카피","0.00002","0.00004"
"30127","오컬트","0.00017","0.00018"
"30128","오컴","0.00004","0.00011"
"30129","오케","0.00006","0.00025"
"30130","오케스트라","0.00064","0.00054"
"30131","오케이","0.00052","0.00107"
"30132","오코너","0.00004","0.00004"
"30133","오쿠다","0.00232","0.00558"
"30134","오쿠마","0.00002","0.00000"
"30135","오쿠보","0.00002","0.00014"
"30136","오크","0.00009","0.00011"
"30137","오크라","0.00002","0.00004"
"30138","오클라호마","0.00003","0.00007"
"30139","오클랜드","0.00008","0.00021"
"30140","오키","0.00053","0.00021"
"30141","오키나와","0.00197","0.00154"
"30142","오키쓰","0.00005","0.00000"
"30143","오키프","0.00002","0.00000"
"30144","오타","0.00155","0.01230"
"30145","오타니","0.00005","0.00000"
"30146","오타루","0.00008","0.00014"
"30147","오타쿠","0.00042","0.00068"
"30148","오탈","0.00042","0.00347"
"30149","오태석","0.00002","0.00000"
"30150","오택","0.00003","0.00000"
"30151","오테","0.00003","0.00000"
"30152","오토","0.00110","0.00032"
"30153","오토네","0.00005","0.00000"
"30154","오토다케","0.00016","0.00000"
"30155","오토리","0.00002","0.00004"
"30156","오토마타","0.00004","0.00000"
"30157","오토모","0.00002","0.00000"
"30158","오토바이","0.00153","0.00129"
"30159","오토쿠","0.00004","0.00004"
"30160","오토파일럿","0.00002","0.00000"
"30161","오트","0.00007","0.00007"
"30162","오트만","0.00005","0.00007"
"30163","오트밀","0.00080","0.00018"
"30164","오티","0.00006","0.00000"
"30165","오티스","0.00002","0.00000"
"30166","오판","0.00023","0.00011"
"30167","오팔","0.00004","0.00007"
"30168","오패","0.00004","0.00004"
"30169","오퍼","0.00004","0.00007"
"30170","오퍼튜니티","0.00007","0.00046"
"30171","오페","0.00005","0.00000"
"30172","오페라","0.00250","0.00322"
"30173","오페레타","0.00005","0.00000"
"30174","오펜바흐","0.00012","0.00029"
"30175","오펜하이머","0.00003","0.00004"
"30176","오포","0.00005","0.00000"
"30177","오프","0.00062","0.00089"
"30178","오프너","0.00004","0.00011"
"30179","오프닝","0.00034","0.00018"
"30180","오프라","0.00182","0.00086"
"30181","오프라인","0.00198","0.00318"
"30182","오프로드","0.00002","0.00000"
"30183","오프리","0.00005","0.00004"
"30184","오픈","0.00274","0.00232"
"30185","오피","0.00005","0.00004"
"30186","오피셜","0.00002","0.00007"
"30187","오피스","0.00063","0.00025"
"30188","오피스텔","0.00132","0.00107"
"30189","오픽","0.00008","0.00000"
"30190","오필리아","0.00008","0.00000"
"30191","오필리어","0.00002","0.00000"
"30192","오하","0.00017","0.00021"
"30193","오하라","0.00013","0.00000"
"30194","오하우","0.00002","0.00004"
"30195","오하이오","0.00007","0.00007"
"30196","오한","0.00006","0.00007"
"30197","오합","0.00002","0.00004"
"30198","오합지졸","0.00005","0.00011"
"30199","오항","0.00004","0.00039"
"30200","오해","0.01277","0.01341"
"30201","오해영","0.00002","0.00000"
"30202","오행","0.00071","0.00093"
"30203","오현","0.00002","0.00000"
"30204","오현우","0.00009","0.00004"
"30205","오현제","0.00003","0.00000"
"30206","오현종","0.00002","0.00004"
"30207","오형규","0.00002","0.00000"
"30208","오형제","0.00005","0.00004"
"30209","오호","0.00102","0.00089"
"30210","오호라","0.00017","0.00036"
"30211","오호츠크","0.00005","0.00000"
"30212","오호호","0.00005","0.00004"
"30213","오후","0.00445","0.00336"
"30214","오히","0.00003","0.00007"
"30215","오히라","0.00003","0.00000"
"30216","오히려","0.04415","0.05911"
"30217","옥갑","0.00003","0.00000"
"30218","옥고","0.00008","0.00000"
"30219","옥녀","0.00002","0.00000"
"30220","옥다","0.00008","0.00021"
"30221","옥란","0.00006","0.00000"
"30222","옥련","0.00002","0.00000"
"30223","옥루","0.00011","0.00004"
"30224","옥류","0.00002","0.00000"
"30225","옥류관","0.00002","0.00004"
"30226","옥문","0.00018","0.00057"
"30227","옥봉","0.00004","0.00000"
"30228","옥분","0.00004","0.00000"
"30229","옥빈","0.00003","0.00000"
"30230","옥사","0.00020","0.00021"
"30231","옥살","0.00002","0.00000"
"30232","옥상","0.00145","0.00139"
"30233","옥상달빛","0.00002","0.00000"
"30234","옥새","0.00009","0.00007"
"30235","옥색","0.00007","0.00018"
"30236","옥석","0.00015","0.00014"
"30237","옥션","0.00026","0.00029"
"30238","옥쇄","0.00004","0.00004"
"30239","옥수","0.00008","0.00018"
"30240","옥수동","0.00007","0.00000"
"30241","옥순","0.00002","0.00000"
"30242","옥스","0.00006","0.00000"
"30243","옥스브리지","0.00005","0.00000"
"30244","옥스퍼드","0.00084","0.00079"
"30245","옥스포드","0.00014","0.00054"
"30246","옥슨버리","0.00009","0.00011"
"30247","옥시","0.00013","0.00014"
"30248","옥시토신","0.00027","0.00018"
"30249","옥식","0.00002","0.00000"
"30250","옥신","0.00020","0.00018"
"30251","옥양","0.00002","0.00004"
"30252","옥엽","0.00019","0.00018"
"30253","옥외","0.00007","0.00004"
"30254","옥의","0.00029","0.00057"
"30255","옥이","0.00014","0.00000"
"30256","옥이다","0.00009","0.00004"
"30257","옥인","0.00003","0.00004"
"30258","옥잠","0.00006","0.00000"
"30259","옥저","0.00005","0.00000"
"30260","옥정","0.00016","0.00018"
"30261","옥조","0.00011","0.00021"
"30262","옥좌","0.00003","0.00004"
"30263","옥죄다","0.00058","0.00079"
"30264","옥죄이다","0.00005","0.00007"
"30265","옥중","0.00009","0.00032"
"30266","옥진","0.00005","0.00000"
"30267","옥천","0.00003","0.00004"
"30268","옥체","0.00002","0.00004"
"30269","옥타브","0.00006","0.00004"
"30270","옥타비아","0.00018","0.00036"
"30271","옥타비아누스","0.00028","0.00004"
"30272","옥탑","0.00061","0.00032"
"30273","옥토","0.00027","0.00011"
"30274","옥토퍼스","0.00002","0.00000"
"30275","옥편","0.00007","0.00018"
"30276","옥포","0.00014","0.00000"
"30277","옥황","0.00039","0.00032"
"30278","옥희","0.00011","0.00004"
"30279","온갖","0.01159","0.01180"
"30280","온건","0.00007","0.00011"
"30281","온고","0.00029","0.00025"
"30282","온과","0.00004","0.00000"
"30283","온기","0.00214","0.00179"
"30284","온난","0.00261","0.00286"
"30285","온누리","0.00022","0.00032"
"30286","온다","0.00049","0.00125"
"30287","온대","0.00005","0.00000"
"30288","온데간데없다","0.00007","0.00007"
"30289","온데간데없이","0.00007","0.00004"
"30290","온도","0.00448","0.00368"
"30291","온돌","0.00027","0.00004"
"30292","온두라스","0.00002","0.00004"
"30293","온디","0.00001","0.00018"
"30294","온라인","0.00721","0.00740"
"30295","온리","0.00014","0.00004"
"30296","온비드","0.00005","0.00011"
"30297","온상","0.00019","0.00018"
"30298","온세","0.00015","0.00014"
"30299","온수","0.00004","0.00004"
"30300","온스","0.00002","0.00004"
"30301","온실","0.00080","0.00046"
"30302","온양","0.00003","0.00000"
"30303","온열","0.00005","0.00007"
"30304","온유","0.00019","0.00004"
"30305","온의","0.00005","0.00007"
"30306","온이","0.00004","0.00004"
"30307","온전히","0.00804","0.00765"
"30308","온정","0.00038","0.00043"
"30309","온제","0.00002","0.00025"
"30310","온조","0.00025","0.00007"
"30311","온존","0.00002","0.00000"
"30312","온주","0.00002","0.00000"
"30313","온천","0.00213","0.00089"
"30314","온축","0.00002","0.00000"
"30315","온타리오","0.00006","0.00004"
"30316","온타케","0.00003","0.00000"
"30317","온탕","0.00010","0.00000"
"30318","온통","0.00478","0.00483"
"30319","온화","0.00047","0.00043"
"30320","올가","0.00029","0.00011"
"30321","올가미","0.00033","0.00032"
"30322","올곧다","0.00072","0.00072"
"30323","올곧이","0.00009","0.00004"
"30324","올께","0.00002","0.00000"
"30325","올다","0.00003","0.00004"
"30326","올더스","0.00018","0.00032"
"30327","올드","0.00074","0.00229"
"30328","올드린","0.00004","0.00004"
"30329","올드보이","0.00009","0.00029"
"30330","올라가다","0.01725","0.01384"
"30331","올라다","0.00007","0.00007"
"30332","올라서다","0.00097","0.00072"
"30333","올라앉다","0.00012","0.00014"
"30334","올라오다","0.00681","0.00694"
"30335","올라타다","0.00152","0.00064"
"30336","올라프","0.00006","0.00000"
"30337","올란도","0.00055","0.00004"
"30338","올란드","0.00004","0.00000"
"30339","올랜도","0.00003","0.00004"
"30340","올랭피아","0.00003","0.00007"
"30341","올레","0.00099","0.00021"
"30342","올레길","0.00090","0.00057"
"30343","올려놓다","0.00053","0.00054"
"30344","올려다보다","0.00087","0.00054"
"30345","올록볼록","0.00011","0.00004"
"30346","올르다","0.00005","0.00004"
